tweet,sentiment
"Personally, The flight is scheduled for Monday honestly.",neutral
"For me, What a horrible experience today today.",negative
"In my opinion, The store opens at 9 AM right now.",neutral
"Honestly, I am unhappy with the results .",negative
"Overall, The store opens at 9 AM #review",neutral
The company released a new announcement .,neutral
"After trying it, The service was excellent .",positive
Everything went completely wrong #twitter,negative
"In my opinion, This update is terrible #twitter",negative
"Just saying, This is not what I wanted honestly.",negative
"Just saying, The service was excellent in my opinion.",positive
"For me, This is exactly what I wanted today.",positive
"Personally, I watched the latest episode right now.",neutral
"After trying it, This is exactly what I wanted #review",positive
"Personally, I highly recommend this .",positive
"Honestly, I am checking the latest information .",neutral
The results will be announced later .,neutral
The flight is scheduled for Monday right now.,neutral
"In my opinion, The event starts at 6 PM .",neutral
"In my opinion, This update is awesome .",positive
"Overall, What a wonderful experience today after trying it.",positive
Absolutely awful experience .,negative
"Just saying, Feeling great and positive today .",positive
"For me, The new features are brilliant today.",positive
"Overall, This movie was fantastic .",positive
"After trying it, The store opens at 9 AM right now.",neutral
"Honestly, I absolutely love this product .",positive
"In my opinion, I watched the latest episode .",neutral
"After trying it, I really disliked this experience honestly.",negative
"Honestly, This is amazing and works perfectly after trying it.",positive
"Honestly, This is exactly what I wanted .",positive
"For me, The temperature is around 25 degrees",neutral
"Honestly, I am very happy with the results .",positive
The class begins at 10 AM .,neutral
"Overall, This update is awesome .",positive
"Personally, I am disappointed with the quality right now.",negative
"Overall, The store opens at 9 AM #twitter",neutral
"Overall, Absolutely awful experience today.",negative
"Today, This made my day much worse right now.",negative
"Personally, The report was published today in my opinion.",neutral
"In my opinion, The team did an amazing job .",positive
"Overall, The train arrived at the station .",neutral
"Personally, The website is currently available #review",neutral
"Personally, The website is currently available .",neutral
"Today, The application has been updated .",neutral
"Honestly, The train arrived at the station after trying it.",neutral
"Overall, Everything went completely wrong .",negative
"After trying it, The service was awful .",negative
"Honestly, I really enjoyed this experience #twitter",positive
"Overall, I highly recommend this .",positive
"For me, What a wonderful experience today after trying it.",positive
"For me, What a horrible experience today .",negative
"Right now, The event starts at 6 PM .",neutral
"Today, Feeling great and positive today .",positive
"Overall, The product is available in three colors #review",neutral
"After trying it, The temperature is around 25 degrees .",neutral
"In my opinion, Feeling great and positive today in my opinion.",positive
"Just saying, Best purchase I have made in a long time #review",positive
"Personally, Absolutely fantastic experience .",positive
"In my opinion, The service was awful honestly.",negative
This update is terrible #review,negative
"For me, The class begins at 10 AM",neutral
"After trying it, I received the package this morning honestly.",neutral
"After trying it, This movie was extremely boring in my opinion.",negative
"Personally, I am impressed with the quality .",positive
"Right now, The new features are useless .",negative
"Just saying, The team did a terrible job .",negative
"Overall, The new features are brilliant",positive
"In my opinion, Worst purchase I have made in my opinion.",negative
"In my opinion, The team did an amazing job #twitter",positive
"Right now, The website is currently available .",neutral
"In my opinion, The team did an amazing job right now.",positive
I am very disappointed with the results .,negative
"After trying it, This is terrible and does not work in my opinion.",negative
"Today, This made my day much worse .",negative
"For me, Such a beautiful day .",positive
"Honestly, I really disliked this experience .",negative
"For me, This is not what I wanted .",negative
"For me, The store opens at 9 AM today.",neutral
"In my opinion, I watched the latest episode .",neutral
"In my opinion, The service was awful today.",negative
"For me, The package contains two items .",neutral
"Today, Everything went completely wrong .",negative
"Just saying, I am impressed with the quality .",positive
I really enjoyed this experience .,positive
"After trying it, The meeting is scheduled for tomorrow #review",neutral
"Today, The store opens at 9 AM in my opinion.",neutral
"Today, This is amazing and works perfectly .",positive
"Today, Everything went completely wrong .",negative
Absolutely fantastic experience honestly.,positive
"Just saying, The flight is scheduled for Monday .",neutral
"Honestly, This movie was extremely boring #review",negative
"In my opinion, Such a beautiful day .",positive
"Today, Worst purchase I have made after trying it.",negative
"Just saying, I received the package this morning",neutral
"Personally, The event starts at 6 PM right now.",neutral
"Honestly, The company released a new announcement .",neutral
"In my opinion, This is not what I wanted today.",negative
"Today, The store opens at 9 AM .",neutral
This is exactly what I wanted after trying it.,positive
"Today, This is exactly what I wanted",positive
"Today, Such a beautiful day .",positive
I would not recommend this today.,negative
"In my opinion, The package contains two items .",neutral
"After trying it, This made my day much worse #twitter",negative
"After trying it, I am satisfied with the results",positive
"Today, The team did a terrible job in my opinion.",negative
"Personally, The website is currently available after trying it.",neutral
"Today, The service was awful .",negative
"Today, Such a horrible day after trying it.",negative
"For me, I am unhappy with the results #twitter",negative
I absolutely hate this product after trying it.,negative
"Today, The service was awful",negative
"Honestly, I am reading the news right now .",neutral
"Just saying, What a wonderful experience today #review",positive
"In my opinion, The temperature is around 25 degrees .",neutral
"Today, The train arrived at the station .",neutral
"Honestly, Absolutely fantastic experience in my opinion.",positive
"Honestly, Worst purchase I have made right now.",negative
"After trying it, The results will be announced later .",neutral
"Honestly, This movie was extremely boring after trying it.",negative
"Right now, This made my day so much better .",positive
"Honestly, The new features are brilliant .",positive
"Personally, This is amazing and works perfectly #twitter",positive
"Just saying, The service was awful after trying it.",negative
"In my opinion, Feeling frustrated and disappointed today .",negative
"Today, The company released a new announcement .",neutral
"For me, The event starts at 6 PM .",neutral
"Today, I am very happy with the results after trying it.",positive
"Honestly, The service was awful .",negative
"Right now, The company released a new announcement .",neutral
"Honestly, Absolutely awful experience .",negative
"For me, The new features are brilliant .",positive
This movie was fantastic .,positive
Worst purchase I have made .,negative
"Personally, I highly recommend this today.",positive
"In my opinion, I really disliked this experience today.",negative
"Just saying, The store opens at 9 AM .",neutral
"Overall, I am very disappointed with the results honestly.",negative
"Just saying, Best purchase I have made in a long time right now.",positive
"Overall, Feeling great and positive today after trying it.",positive
"Personally, The service was awful right now.",negative
The class begins at 10 AM today.,neutral
"Honestly, What a wonderful experience today today.",positive
"Overall, The report was published today .",neutral
"Honestly, I am very happy with the results right now.",positive
"After trying it, The temperature is around 25 degrees .",neutral
"After trying it, I am checking the latest information .",neutral
"Right now, The class begins at 10 AM #review",neutral
"In my opinion, Absolutely awful experience after trying it.",negative
"In my opinion, I am reading the news right now #review",neutral
"Honestly, I am very happy with the results .",positive
"Honestly, The service was excellent .",positive
"For me, This made my day much worse today.",negative
"Today, The service was excellent",positive
"Today, I am disappointed with the quality .",negative
"For me, Feeling frustrated and disappointed today .",negative
"Today, Everything worked perfectly #review",positive
"For me, I am checking the latest information .",neutral
"Personally, The service was excellent #review",positive
"Personally, What a wonderful experience today .",positive
"In my opinion, Everything worked perfectly right now.",positive
"Overall, I am disappointed with the quality .",negative
"Right now, I really enjoyed this experience .",positive
Everything went completely wrong after trying it.,negative
"Personally, I am impressed with the quality #twitter",positive
"Personally, I am impressed with the quality after trying it.",positive
"Honestly, Absolutely awful experience today.",negative
"For me, I am disappointed with the quality .",negative
"Just saying, What a wonderful experience today .",positive
"In my opinion, This is amazing and works perfectly after trying it.",positive
"Today, This is not what I wanted right now.",negative
"Overall, This update is terrible #review",negative
"For me, The team will meet next week right now.",neutral
"For me, I am unhappy with the results .",negative
"After trying it, This is exactly what I wanted #review",positive
"Today, This made my day much worse right now.",negative
"Today, The team will meet next week .",neutral
"In my opinion, The event starts at 6 PM honestly.",neutral
Feeling frustrated and disappointed today .,negative
"In my opinion, The team will meet next week .",neutral
"Honestly, The new features are useless .",negative
"In my opinion, I am checking the latest information in my opinion.",neutral
I am unhappy with the results,negative
"Overall, I really disliked this experience in my opinion.",negative
I am checking the latest information right now.,neutral
"Right now, Feeling frustrated and disappointed today .",negative
"In my opinion, Absolutely fantastic experience .",positive
"After trying it, I am very happy with the results today.",positive
"For me, The results will be announced later .",neutral
"Right now, The flight is scheduled for Monday .",neutral
"Honestly, Feeling frustrated and disappointed today #twitter",negative
"Overall, The new features are useless .",negative
"Right now, I am very happy with the results after trying it.",positive
"Right now, I am unhappy with the results .",negative
"For me, What a wonderful experience today .",positive
"Just saying, I watched the latest episode .",neutral
"In my opinion, The application has been updated honestly.",neutral
"Overall, This movie was extremely boring",negative
"In my opinion, The store opens at 9 AM today.",neutral
"Today, I would not recommend this .",negative
"After trying it, Best purchase I have made in a long time",positive
"For me, This made my day much worse .",negative
"Honestly, What a wonderful experience today .",positive
"For me, Absolutely awful experience #twitter",negative
"Overall, I absolutely love this product .",positive
"Personally, The report was published today",neutral
"For me, The website is currently available .",neutral
The service was awful .,negative
"Right now, I would not recommend this today.",negative
I am unhappy with the results #twitter,negative
"Just saying, The team did an amazing job #twitter",positive
"Honestly, This is not what I wanted #review",negative
"Just saying, The team did a terrible job right now.",negative
"After trying it, I am checking the latest information after trying it.",neutral
"Today, The team did an amazing job honestly.",positive
"Right now, Such a beautiful day .",positive
"Personally, This is terrible and does not work",negative
"Overall, The team did an amazing job right now.",positive
"Personally, The service was awful after trying it.",negative
"Today, The weather is cloudy today #twitter",neutral
"Right now, The class begins at 10 AM today.",neutral
"For me, The report was published today today.",neutral
"Today, What a horrible experience today .",negative
"After trying it, I absolutely hate this product .",negative
"Personally, What a horrible experience today .",negative
"Personally, I am unhappy with the results #review",negative
"In my opinion, This is not what I wanted in my opinion.",negative
"For me, I am unhappy with the results .",negative
"Just saying, The service was awful #review",negative
"Overall, This is not what I wanted .",negative
"For me, Best purchase I have made in a long time right now.",positive
"Overall, I really disliked this experience .",negative
"Personally, I am checking the latest information #twitter",neutral
"Just saying, The website is currently available .",neutral
"Personally, Absolutely awful experience .",negative
"Today, I am very happy with the results #twitter",positive
"Honestly, Such a beautiful day .",positive
"Just saying, The temperature is around 25 degrees .",neutral
"After trying it, Such a beautiful day .",positive
"Today, I watched the latest episode in my opinion.",neutral
"In my opinion, The team did a terrible job honestly.",negative
"After trying it, I received the package this morning",neutral
"In my opinion, I absolutely hate this product .",negative
"Right now, I am very happy with the results after trying it.",positive
"Right now, The new features are brilliant today.",positive
"Right now, The team did a terrible job .",negative
"For me, The company released a new announcement #twitter",neutral
"For me, The team did an amazing job .",positive
"Personally, This made my day so much better .",positive
"Just saying, I am unhappy with the results",negative
I really enjoyed this experience #review,positive
"For me, The flight is scheduled for Monday after trying it.",neutral
"In my opinion, Everything worked perfectly #review",positive
I am reading the news right now .,neutral
"For me, Best purchase I have made in a long time #review",positive
"Just saying, What a horrible experience today .",negative
"For me, I would not recommend this after trying it.",negative
"Personally, The team will meet next week .",neutral
"After trying it, I am very happy with the results today.",positive
"Honestly, This is terrible and does not work #twitter",negative
"In my opinion, I really enjoyed this experience .",positive
"Overall, This is not what I wanted",negative
"Overall, Absolutely awful experience #review",negative
"Personally, This is not what I wanted right now.",negative
"Honestly, The team will meet next week .",neutral
"Today, I am checking the latest information .",neutral
"Just saying, The train arrived at the station .",neutral
"After trying it, This movie was extremely boring after trying it.",negative
"In my opinion, Absolutely awful experience .",negative
"Overall, The team did an amazing job .",positive
"In my opinion, This movie was extremely boring honestly.",negative
"For me, This made my day so much better .",positive
"After trying it, This is exactly what I wanted .",positive
"After trying it, I am disappointed with the quality .",negative
This update is terrible honestly.,negative
"After trying it, Feeling frustrated and disappointed today in my opinion.",negative
"For me, Feeling great and positive today",positive
"Today, This update is awesome .",positive
"Honestly, The store opens at 9 AM .",neutral
"Today, Absolutely awful experience #twitter",negative
"Personally, I really disliked this experience .",negative
"Right now, I watched the latest episode .",neutral
"Honestly, This is terrible and does not work honestly.",negative
"For me, I am reading the news right now .",neutral
"Overall, Such a horrible day right now.",negative
"Today, This made my day much worse after trying it.",negative
"Overall, I am very disappointed with the results today.",negative
"Overall, I am satisfied with the results .",positive
"After trying it, I am impressed with the quality .",positive
"Overall, Feeling great and positive today today.",positive
"Overall, This update is awesome .",positive
"Right now, I am reading the news right now in my opinion.",neutral
"Personally, The product is available in three colors .",neutral
"In my opinion, This movie was fantastic .",positive
"After trying it, Worst purchase I have made .",negative
"Right now, The company released a new announcement honestly.",neutral
"After trying it, I absolutely love this product .",positive
"For me, This made my day much worse .",negative
"Overall, The event starts at 6 PM today.",neutral
"Just saying, The service was awful .",negative
"Today, I am impressed with the quality .",positive
"Overall, This made my day so much better .",positive
"Today, I would not recommend this in my opinion.",negative
"For me, I am impressed with the quality .",positive
"After trying it, The company released a new announcement",neutral
"For me, I am reading the news right now .",neutral
"Personally, Feeling great and positive today .",positive
"Honestly, Feeling frustrated and disappointed today .",negative
"Just saying, The meeting is scheduled for tomorrow right now.",neutral
"For me, I watched the latest episode .",neutral
"Just saying, I am satisfied with the results .",positive
"Just saying, I am very disappointed with the results honestly.",negative
"Honestly, I am unhappy with the results .",negative
"After trying it, The temperature is around 25 degrees .",neutral
"After trying it, The application has been updated",neutral
"Right now, The team did a terrible job .",negative
"Honestly, The application has been updated right now.",neutral
"Personally, Such a horrible day .",negative
"Right now, The application has been updated .",neutral
"In my opinion, What a horrible experience today #twitter",negative
"Today, The website is currently available .",neutral
"After trying it, I really enjoyed this experience .",positive
"After trying it, Everything worked perfectly .",positive
"Today, The product is available in three colors .",neutral
"Honestly, I highly recommend this .",positive
"Just saying, Such a horrible day .",negative
"Overall, The new features are brilliant",positive
"Personally, I received the package this morning .",neutral
The team did a terrible job right now.,negative
"Today, The meeting is scheduled for tomorrow #review",neutral
"After trying it, The weather is cloudy today right now.",neutral
"Personally, Worst purchase I have made today.",negative
"For me, I am very disappointed with the results #review",negative
"For me, This is terrible and does not work right now.",negative
The report was published today #review,neutral
"Overall, Feeling frustrated and disappointed today today.",negative
"Overall, I am unhappy with the results .",negative
"For me, The temperature is around 25 degrees #review",neutral
"Today, This movie was extremely boring in my opinion.",negative
The class begins at 10 AM #twitter,neutral
"Just saying, The team did an amazing job .",positive
"In my opinion, I am satisfied with the results in my opinion.",positive
"For me, Everything worked perfectly .",positive
"Right now, Such a beautiful day .",positive
"Honestly, Absolutely awful experience .",negative
"Honestly, The website is currently available .",neutral
"Just saying, The service was awful right now.",negative
"Personally, Worst purchase I have made .",negative
"Right now, Worst purchase I have made .",negative
"Today, This is exactly what I wanted",positive
"Personally, I am impressed with the quality right now.",positive
"After trying it, This movie was extremely boring .",negative
"Honestly, What a wonderful experience today right now.",positive
"Overall, The new features are brilliant .",positive
"Today, This is amazing and works perfectly .",positive
"In my opinion, I am satisfied with the results in my opinion.",positive
"Right now, I watched the latest episode .",neutral
"For me, I am satisfied with the results .",positive
"Overall, I watched the latest episode #review",neutral
"Overall, The team did a terrible job .",negative
"For me, The weather is cloudy today .",neutral
"Right now, What a horrible experience today today.",negative
"Today, The results will be announced later .",neutral
"Overall, The store opens at 9 AM after trying it.",neutral
"After trying it, This is amazing and works perfectly #twitter",positive
"Overall, The package contains two items right now.",neutral
"After trying it, The flight is scheduled for Monday .",neutral
"Today, I am satisfied with the results .",positive
"Today, The new features are brilliant .",positive
"Just saying, This is not what I wanted #review",negative
"In my opinion, This is exactly what I wanted .",positive
"In my opinion, The website is currently available today.",neutral
"Honestly, Worst purchase I have made today.",negative
"Honestly, The new features are useless .",negative
"Personally, The flight is scheduled for Monday",neutral
"Just saying, The team did a terrible job .",negative
"Just saying, The service was awful .",negative
"In my opinion, The website is currently available in my opinion.",neutral
"Honestly, I am very happy with the results .",positive
"For me, Everything worked perfectly #review",positive
"Personally, I am reading the news right now in my opinion.",neutral
"Right now, The event starts at 6 PM .",neutral
"After trying it, This is amazing and works perfectly today.",positive
"Overall, Everything worked perfectly #twitter",positive
"For me, The new features are brilliant in my opinion.",positive
"For me, The event starts at 6 PM #review",neutral
"Just saying, Absolutely awful experience in my opinion.",negative
"Just saying, The event starts at 6 PM today.",neutral
"Right now, I watched the latest episode .",neutral
"Personally, The new features are useless .",negative
"Right now, I highly recommend this #review",positive
"In my opinion, The application has been updated .",neutral
"Just saying, Worst purchase I have made #twitter",negative
"Personally, This is terrible and does not work in my opinion.",negative
"Just saying, The weather is cloudy today after trying it.",neutral
"Honestly, I am very disappointed with the results right now.",negative
The team did a terrible job today.,negative
"Right now, This update is awesome honestly.",positive
"Today, Worst purchase I have made #review",negative
Everything worked perfectly right now.,positive
"Overall, Absolutely awful experience .",negative
"Personally, The weather is cloudy today .",neutral
"Right now, The company released a new announcement today.",neutral
"After trying it, I highly recommend this",positive
"Just saying, The report was published today .",neutral
"For me, Best purchase I have made in a long time .",positive
"In my opinion, I watched the latest episode #review",neutral
"Overall, Worst purchase I have made .",negative
"Right now, This movie was fantastic after trying it.",positive
"Honestly, Absolutely fantastic experience .",positive
The team did an amazing job .,positive
"After trying it, I am reading the news right now honestly.",neutral
Feeling great and positive today #review,positive
"After trying it, The flight is scheduled for Monday #twitter",neutral
The store opens at 9 AM .,neutral
"Personally, Absolutely fantastic experience in my opinion.",positive
"Just saying, Feeling frustrated and disappointed today honestly.",negative
"For me, I am very happy with the results .",positive
The new features are brilliant in my opinion.,positive
"For me, I am satisfied with the results .",positive
